State FIPS Code,County FIPS Code,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound
18,137,IN,Ripley County,2548.00,2010.00,3086.00,8.90,7.00,10.80
18,139,IN,Rush County,1806.00,1411.00,2201.00,11.00,8.60,13.40
18,141,IN,St. Joseph County,37269.00,33173.00,41365.00,14.30,12.70,15.90
18,143,IN,Scott County,3461.00,2661.00,4261.00,14.40,11.10,17.70
18,145,IN,Shelby County,4382.00,3440.00,5324.00,9.90,7.80,12.00
18,147,IN,Spencer County,1582.00,1199.00,1965.00,8.10,6.10,10.10
18,149,IN,Starke County,3292.00,2619.00,3965.00,14.20,11.30,17.10
18,151,IN,Steuben County,3237.00,2563.00,3911.00,9.70,7.70,11.70
18,153,IN,Sullivan County,2998.00,2397.00,3599.00,16.20,12.90,19.50
18,155,IN,Switzerland County,1345.00,1033.00,1657.00,13.90,10.70,17.10
18,157,IN,Tippecanoe County,30391.00,27491.00,33291.00,17.70,16.00,19.40
18,159,IN,Tipton County,1366.00,1105.00,1627.00,9.00,7.30,10.70
18,161,IN,Union County,778.00,598.00,958.00,11.20,8.60,13.80
18,163,IN,Vanderburgh County,24050.00,21114.00,26986.00,13.90,12.20,15.60
18,165,IN,Vermillion County,1873.00,1485.00,2261.00,12.40,9.80,15.00
18,167,IN,Vigo County,19709.00,17507.00,21911.00,20.40,18.10,22.70
18,169,IN,Wabash County,3253.00,2581.00,3925.00,11.20,8.90,13.50
18,171,IN,Warren County,743.00,578.00,908.00,8.90,6.90,10.90
18,173,IN,Warrick County,4311.00,3385.00,5237.00,6.80,5.30,8.30
18,175,IN,Washington County,3131.00,2396.00,3866.00,11.30,8.60,14.00
18,177,IN,Wayne County,10163.00,8461.00,11865.00,15.90,13.20,18.60
18,179,IN,Wells County,2108.00,1626.00,2590.00,7.60,5.90,9.30
18,181,IN,White County,2426.00,1926.00,2926.00,10.00,7.90,12.10
18,183,IN,Whitley County,2494.00,1957.00,3031.00,7.30,5.70,8.90
19,0,IA,Iowa,340626.00,329373.00,351879.00,11.00,10.60,11.40
19,1,IA,Adair County,749.00,578.00,920.00,10.20,7.90,12.50
19,3,IA,Adams County,383.00,293.00,473.00,10.60,8.10,13.10
19,5,IA,Allamakee County,1349.00,1024.00,1674.00,9.90,7.50,12.30
19,7,IA,Appanoose County,2069.00,1669.00,2469.00,17.00,13.70,20.30
19,9,IA,Audubon County,564.00,438.00,690.00,10.20,7.90,12.50
19,11,IA,Benton County,2128.00,1726.00,2530.00,8.40,6.80,10.00
19,13,IA,Black Hawk County,17005.00,14711.00,19299.00,13.50,11.70,15.30
19,15,IA,Boone County,2038.00,1565.00,2511.00,7.80,6.00,9.60
19,17,IA,Bremer County,1681.00,1332.00,2030.00,7.10,5.60,8.60
19,19,IA,Buchanan County,2011.00,1606.00,2416.00,9.80,7.80,11.80
19,21,IA,Buena Vista County,2149.00,1677.00,2621.00,10.80,8.40,13.20
19,23,IA,Butler County,1238.00,988.00,1488.00,8.80,7.00,10.60
19,25,IA,Calhoun County,1117.00,895.00,1339.00,12.10,9.70,14.50
19,27,IA,Carroll County,1889.00,1551.00,2227.00,9.30,7.60,11.00
19,29,IA,Cass County,1847.00,1520.00,2174.00,14.40,11.80,17.00
19,31,IA,Cedar County,1323.00,1037.00,1609.00,7.30,5.70,8.90
19,33,IA,Cerro Gordo County,4895.00,3993.00,5797.00,11.70,9.50,13.90
19,35,IA,Cherokee County,1134.00,899.00,1369.00,10.20,8.10,12.30
19,37,IA,Chickasaw County,1005.00,787.00,1223.00,8.50,6.70,10.30
19,39,IA,Clarke County,923.00,694.00,1152.00,9.60,7.20,12.00
19,41,IA,Clay County,1521.00,1163.00,1879.00,9.40,7.20,11.60
19,43,IA,Clayton County,1678.00,1362.00,1994.00,10.00,8.10,11.90
19,45,IA,Clinton County,5261.00,4164.00,6358.00,11.50,9.10,13.90
19,47,IA,Crawford County,1817.00,1449.00,2185.00,11.40,9.10,13.70
19,49,IA,Dallas County,5499.00,4607.00,6391.00,5.30,4.40,6.20
19,51,IA,Davis County,916.00,688.00,1144.00,10.10,7.60,12.60
19,53,IA,Decatur County,1165.00,889.00,1441.00,16.50,12.60,20.40
19,55,IA,Delaware County,1582.00,1248.00,1916.00,9.10,7.20,11.00
19,57,IA,Des Moines County,5014.00,4026.00,6002.00,13.20,10.60,15.80
19,59,IA,Dickinson County,1333.00,1062.00,1604.00,7.50,6.00,9.00
19,61,IA,Dubuque County,7743.00,6293.00,9193.00,8.10,6.60,9.60
19,63,IA,Emmet County,1026.00,802.00,1250.00,11.50,9.00,14.00
19,65,IA,Fayette County,2185.00,1718.00,2652.00,11.80,9.30,14.30
19,67,IA,Floyd County,1719.00,1350.00,2088.00,11.30,8.90,13.70
19,69,IA,Franklin County,987.00,751.00,1223.00,10.10,7.70,12.50
19,71,IA,Fremont County,681.00,521.00,841.00,10.50,8.00,13.00
19,73,IA,Greene County,977.00,777.00,1177.00,11.30,9.00,13.60
19,75,IA,Grundy County,762.00,595.00,929.00,6.30,4.90,7.70
19,77,IA,Guthrie County,1024.00,820.00,1228.00,9.80,7.80,11.80
19,79,IA,Hamilton County,1221.00,933.00,1509.00,8.30,6.30,10.30
19,81,IA,Hancock County,914.00,725.00,1103.00,8.70,6.90,10.50
19,83,IA,Hardin County,1551.00,1196.00,1906.00,9.70,7.50,11.90
19,85,IA,Harrison County,1491.00,1192.00,1790.00,10.40,8.30,12.50
19,87,IA,Henry County,2296.00,1804.00,2788.00,12.20,9.60,14.80
19,89,IA,Howard County,923.00,712.00,1134.00,9.90,7.60,12.20
19,91,IA,Humboldt County,954.00,761.00,1147.00,10.00,8.00,12.00
19,93,IA,Ida County,735.00,598.00,872.00,10.70,8.70,12.70
19,95,IA,Iowa County,1248.00,1018.00,1478.00,7.70,6.30,9.10
19,97,IA,Jackson County,2266.00,1864.00,2668.00,11.80,9.70,13.90
19,99,IA,Jasper County,3345.00,2661.00,4029.00,9.30,7.40,11.20
19,101,IA,Jefferson County,1943.00,1495.00,2391.00,13.50,10.40,16.60
19,103,IA,Johnson County,21477.00,19316.00,23638.00,14.70,13.20,16.20
19,105,IA,Jones County,2057.00,1613.00,2501.00,10.50,8.20,12.80
19,107,IA,Keokuk County,1099.00,858.00,1340.00,11.20,8.70,13.70
19,109,IA,Kossuth County,1507.00,1187.00,1827.00,10.50,8.30,12.70
19,111,IA,Lee County,4511.00,3661.00,5361.00,14.10,11.40,16.80
19,113,IA,Linn County,21754.00,18484.00,25024.00,9.70,8.20,11.20
19,115,IA,Louisa County,1183.00,942.00,1424.00,11.10,8.80,13.40
19,117,IA,Lucas County,1111.00,848.00,1374.00,12.90,9.80,16.00
19,119,IA,Lyon County,812.00,620.00,1004.00,6.90,5.30,8.50
19,121,IA,Madison County,1228.00,974.00,1482.00,7.40,5.90,8.90
19,123,IA,Mahaska County,2640.00,2150.00,3130.00,12.50,10.20,14.80
19,125,IA,Marion County,2751.00,2186.00,3316.00,8.60,6.80,10.40
19,127,IA,Marshall County,4463.00,3564.00,5362.00,11.60,9.30,13.90
19,129,IA,Mills County,1198.00,926.00,1470.00,8.50,6.60,10.40
19,131,IA,Mitchell County,909.00,688.00,1130.00,8.80,6.70,10.90
19,133,IA,Monona County,1016.00,797.00,1235.00,12.10,9.50,14.70
19,135,IA,Monroe County,786.00,599.00,973.00,10.50,8.00,13.00
19,137,IA,Montgomery County,1179.00,911.00,1447.00,11.70,9.10,14.30
19,139,IA,Muscatine County,4666.00,3844.00,5488.00,11.10,9.10,13.10
19,141,IA,O'Brien County,1406.00,1150.00,1662.00,10.20,8.30,12.10
19,143,IA,Osceola County,542.00,417.00,667.00,9.00,6.90,11.10
19,145,IA,Page County,2219.00,1794.00,2644.00,16.20,13.10,19.30
19,147,IA,Palo Alto County,1024.00,815.00,1233.00,11.80,9.40,14.20
19,149,IA,Plymouth County,1832.00,1426.00,2238.00,7.20,5.60,8.80
19,151,IA,Pocahontas County,702.00,530.00,874.00,10.10,7.60,12.60
19,153,IA,Polk County,49300.00,43305.00,55295.00,10.10,8.90,11.30
19,155,IA,Pottawattamie County,11207.00,9521.00,12893.00,12.30,10.50,14.10
19,157,IA,Poweshiek County,2145.00,1776.00,2514.00,12.60,10.40,14.80
19,159,IA,Ringgold County,597.00,449.00,745.00,13.30,10.00,16.60
19,161,IA,Sac County,958.00,732.00,1184.00,10.00,7.60,12.40
19,163,IA,Scott County,22074.00,19359.00,24789.00,12.90,11.30,14.50
19,165,IA,Shelby County,921.00,698.00,1144.00,8.00,6.10,9.90
19,167,IA,Sioux County,2212.00,1736.00,2688.00,6.60,5.20,8.00
19,169,IA,Story County,15885.00,14537.00,17233.00,17.90,16.40,19.40
19,171,IA,Tama County,2136.00,1765.00,2507.00,12.90,10.70,15.10
19,173,IA,Taylor County,743.00,579.00,907.00,12.80,10.00,15.60
19,175,IA,Union County,1497.00,1167.00,1827.00,12.80,10.00,15.60
19,177,IA,Van Buren County,917.00,706.00,1128.00,12.70,9.80,15.60
19,179,IA,Wapello County,5308.00,4383.00,6233.00,15.50,12.80,18.20
19,181,IA,Warren County,2827.00,2189.00,3465.00,5.40,4.20,6.60
19,183,IA,Washington County,1928.00,1518.00,2338.00,8.70,6.80,10.60
19,185,IA,Wayne County,861.00,661.00,1061.00,13.40,10.30,16.50
19,187,IA,Webster County,5102.00,4184.00,6020.00,14.80,12.10,17.50
19,189,IA,Winnebago County,1067.00,851.00,1283.00,10.50,8.40,12.60
19,191,IA,Winneshiek County,1565.00,1200.00,1930.00,8.70,6.70,10.70
19,193,IA,Woodbury County,15992.00,14089.00,17895.00,15.50,13.70,17.30
19,195,IA,Worth County,712.00,560.00,864.00,9.80,7.70,11.90
19,197,IA,Wright County,1325.00,1032.00,1618.00,10.50,8.20,12.80
20,0,KS,Kansas,332457.00,322234.00,342680.00,11.60,11.20,12.00
20,1,KS,Allen County,1941.00,1528.00,2354.00,16.10,12.70,19.50
20,3,KS,Anderson County,931.00,713.00,1149.00,12.10,9.30,14.90
20,5,KS,Atchison County,2211.00,1746.00,2676.00,14.70,11.60,17.80
20,7,KS,Barber County,438.00,334.00,542.00,10.80,8.20,13.40
20,9,KS,Barton County,3482.00,2878.00,4086.00,14.20,11.70,16.70
20,11,KS,Bourbon County,2113.00,1609.00,2617.00,15.20,11.60,18.80
20,13,KS,Brown County,1311.00,1049.00,1573.00,14.00,11.20,16.80
20,15,KS,Butler County,6309.00,5146.00,7472.00,9.60,7.80,11.40
20,17,KS,Chase County,268.00,205.00,331.00,10.90,8.30,13.50
20,19,KS,Chautauqua County,512.00,398.00,626.00,15.50,12.10,18.90
20,21,KS,Cherokee County,2808.00,2189.00,3427.00,14.90,11.60,18.20
20,23,KS,Cheyenne County,355.00,286.00,424.00,13.80,11.10,16.50
20,25,KS,Clark County,218.00,164.00,272.00,11.40,8.60,14.20
20,27,KS,Clay County,772.00,592.00,952.00,9.70,7.40,12.00
20,29,KS,Cloud County,1127.00,874.00,1380.00,13.30,10.30,16.30
20,31,KS,Coffey County,760.00,589.00,931.00,9.30,7.20,11.40
20,33,KS,Comanche County,160.00,120.00,200.00,10.00,7.50,12.50
20,35,KS,Cowley County,4534.00,3650.00,5418.00,13.90,11.20,16.60
20,37,KS,Crawford County,7956.00,6846.00,9066.00,21.30,18.30,24.30
20,39,KS,Decatur County,327.00,247.00,407.00,12.30,9.30,15.30
20,41,KS,Dickinson County,1799.00,1440.00,2158.00,9.90,7.90,11.90
20,43,KS,Doniphan County,891.00,701.00,1081.00,12.70,10.00,15.40
20,45,KS,Douglas County,17644.00,15618.00,19670.00,15.90,14.10,17.70
20,47,KS,Edwards County,334.00,262.00,406.00,12.00,9.40,14.60
20,49,KS,Elk County,390.00,299.00,481.00,16.20,12.40,20.00
20,51,KS,Ellis County,3480.00,2837.00,4123.00,12.50,10.20,14.80
20,53,KS,Ellsworth County,574.00,443.00,705.00,10.70,8.20,13.20
20,55,KS,Finney County,4662.00,3725.00,5599.00,12.50,10.00,15.00
20,57,KS,Ford County,3861.00,3013.00,4709.00,11.60,9.10,14.10
20,59,KS,Franklin County,2631.00,2132.00,3130.00,10.30,8.30,12.30
20,61,KS,Geary County,4356.00,3632.00,5080.00,12.50,10.40,14.60
20,63,KS,Gove County,264.00,201.00,327.00,9.80,7.50,12.10
20,65,KS,Graham County,295.00,227.00,363.00,12.40,9.50,15.30
20,67,KS,Grant County,813.00,626.00,1000.00,11.20,8.60,13.80
20,69,KS,Gray County,417.00,318.00,516.00,7.50,5.70,9.30
20,71,KS,Greeley County,122.00,93.00,151.00,9.50,7.20,11.80
20,73,KS,Greenwood County,894.00,699.00,1089.00,15.30,12.00,18.60
20,75,KS,Hamilton County,294.00,224.00,364.00,11.90,9.10,14.70
20,77,KS,Harper County,848.00,690.00,1006.00,16.30,13.30,19.30
20,79,KS,Harvey County,3123.00,2504.00,3742.00,9.60,7.70,11.50
20,81,KS,Haskell County,344.00,259.00,429.00,9.50,7.20,11.80
20,83,KS,Hodgeman County,163.00,124.00,202.00,9.60,7.30,11.90
20,85,KS,Jackson County,1216.00,932.00,1500.00,9.30,7.10,11.50
20,87,KS,Jefferson County,1451.00,1120.00,1782.00,8.00,6.20,9.80
20,89,KS,Jewell County,384.00,298.00,470.00,13.20,10.20,16.20
20,91,KS,Johnson County,36111.00,32379.00,39843.00,5.90,5.30,6.50
20,93,KS,Kearny County,394.00,297.00,491.00,10.40,7.90,12.90
20,95,KS,Kingman County,840.00,654.00,1026.00,11.70,9.10,14.30
20,97,KS,Kiowa County,257.00,195.00,319.00,11.50,8.70,14.30
20,99,KS,Labette County,3294.00,2641.00,3947.00,16.90,13.60,20.20
20,101,KS,Lane County,145.00,111.00,179.00,9.30,7.10,11.50
20,103,KS,Leavenworth County,6637.00,5461.00,7813.00,8.70,7.20,10.20
20,105,KS,Lincoln County,320.00,245.00,395.00,11.20,8.60,13.80
20,107,KS,Linn County,1142.00,881.00,1403.00,11.80,9.10,14.50
20,109,KS,Logan County,237.00,180.00,294.00,8.90,6.80,11.00
20,111,KS,Lyon County,4223.00,3431.00,5015.00,13.80,11.20,16.40
20,113,KS,McPherson County,2535.00,2018.00,3052.00,8.70,6.90,10.50
20,115,KS,Marion County,1166.00,927.00,1405.00,10.60,8.40,12.80
20,117,KS,Marshall County,1043.00,833.00,1253.00,10.60,8.50,12.70
20,119,KS,Meade County,379.00,291.00,467.00,9.70,7.50,11.90
20,121,KS,Miami County,2440.00,1906.00,2974.00,7.20,5.60,8.80
20,123,KS,Mitchell County,568.00,435.00,701.00,10.30,7.90,12.70
20,125,KS,Montgomery County,4784.00,3836.00,5732.00,15.90,12.70,19.10
20,127,KS,Morris County,573.00,450.00,696.00,10.80,8.50,13.10
20,129,KS,Morton County,295.00,226.00,364.00,11.30,8.70,13.90
20,131,KS,Nemaha County,840.00,645.00,1035.00,8.40,6.40,10.40
20,133,KS,Neosho County,2288.00,1806.00,2770.00,15.00,11.90,18.10
20,135,KS,Ness County,252.00,193.00,311.00,9.60,7.30,11.90
20,137,KS,Norton County,584.00,440.00,728.00,12.90,9.70,16.10
20,139,KS,Osage County,1576.00,1241.00,1911.00,10.10,7.90,12.30
20,141,KS,Osborne County,410.00,315.00,505.00,12.10,9.30,14.90
20,143,KS,Ottawa County,616.00,488.00,744.00,10.70,8.50,12.90
20,145,KS,Pawnee County,782.00,610.00,954.00,14.90,11.60,18.20
20,147,KS,Phillips County,569.00,456.00,682.00,12.00,9.60,14.40
20,149,KS,Pottawatomie County,2049.00,1634.00,2464.00,8.00,6.40,9.60
20,151,KS,Pratt County,1027.00,821.00,1233.00,11.70,9.40,14.00
20,153,KS,Rawlins County,288.00,224.00,352.00,11.50,9.00,14.00
20,155,KS,Reno County,7654.00,6124.00,9184.00,13.10,10.50,15.70
20,157,KS,Republic County,509.00,394.00,624.00,11.20,8.70,13.70
20,159,KS,Rice County,1125.00,888.00,1362.00,12.90,10.20,15.60
20,161,KS,Riley County,11134.00,9733.00,12535.00,17.60,15.40,19.80
20,163,KS,Rooks County,475.00,353.00,597.00,10.00,7.40,12.60
20,165,KS,Rush County,379.00,296.00,462.00,13.10,10.20,16.00
20,167,KS,Russell County,961.00,769.00,1153.00,14.50,11.60,17.40
20,169,KS,Saline County,6764.00,5633.00,7895.00,12.90,10.70,15.10
20,171,KS,Scott County,362.00,277.00,447.00,7.20,5.50,8.90
20,173,KS,Sedgwick County,68690.00,62641.00,74739.00,13.30,12.10,14.50
20,175,KS,Seward County,2899.00,2254.00,3544.00,13.70,10.70,16.70
20,177,KS,Shawnee County,25426.00,22657.00,28195.00,14.60,13.00,16.20
20,179,KS,Sheridan County,272.00,212.00,332.00,11.10,8.70,13.50
20,181,KS,Sherman County,777.00,606.00,948.00,13.50,10.50,16.50
20,183,KS,Smith County,425.00,338.00,512.00,12.10,9.60,14.60
20,185,KS,Stafford County,489.00,373.00,605.00,12.40,9.50,15.30
20,187,KS,Stanton County,217.00,165.00,269.00,10.90,8.30,13.50
20,189,KS,Stevens County,521.00,401.00,641.00,9.90,7.60,12.20
20,191,KS,Sumner County,2694.00,2163.00,3225.00,12.20,9.80,14.60
20,193,KS,Thomas County,651.00,487.00,815.00,8.70,6.50,10.90
20,195,KS,Trego County,286.00,220.00,352.00,10.50,8.10,12.90
20,197,KS,Wabaunsee County,530.00,408.00,652.00,7.70,5.90,9.50
20,199,KS,Wallace County,185.00,141.00,229.00,12.40,9.50,15.30
20,201,KS,Washington County,536.00,416.00,656.00,9.90,7.70,12.10
20,203,KS,Wichita County,231.00,178.00,284.00,11.30,8.70,13.90
20,205,KS,Wilson County,1429.00,1190.00,1668.00,17.10,14.20,20.00
20,207,KS,Woodson County,432.00,334.00,530.00,14.20,11.00,17.40
20,209,KS,Wyandotte County,27959.00,23804.00,32114.00,16.90,14.40,19.40
21,0,KY,Kentucky,712023.00,697813.00,726233.00,16.30,16.00,16.60
21,1,KY,Adair County,4237.00,3397.00,5077.00,24.20,19.40,29.00
21,3,KY,Allen County,3516.00,2864.00,4168.00,17.10,13.90,20.30
21,5,KY,Anderson County,2144.00,1660.00,2628.00,9.00,7.00,11.00
21,7,KY,Ballard County,1095.00,854.00,1336.00,14.40,11.20,17.60
21,9,KY,Barren County,8455.00,7150.00,9760.00,19.30,16.30,22.30
21,11,KY,Bath County,2600.00,2049.00,3151.00,20.60,16.20,25.00
21,13,KY,Bell County,7388.00,6076.00,8700.00,32.10,26.40,37.80
21,15,KY,Boone County,8664.00,6901.00,10427.00,6.40,5.10,7.70
21,17,KY,Bourbon County,3008.00,2382.00,3634.00,15.10,12.00,18.20
21,19,KY,Boyd County,9672.00,8273.00,11071.00,21.00,18.00,24.00
21,21,KY,Boyle County,4247.00,3376.00,5118.00,15.50,12.30,18.70
21,23,KY,Bracken County,1241.00,994.00,1488.00,14.80,11.80,17.80
21,25,KY,Breathitt County,4117.00,3327.00,4907.00,31.00,25.00,37.00
21,27,KY,Breckinridge County,3427.00,2706.00,4148.00,16.90,13.30,20.50
21,29,KY,Bullitt County,9146.00,7913.00,10379.00,11.10,9.60,12.60
21,31,KY,Butler County,2203.00,1807.00,2599.00,18.20,14.90,21.50
21,33,KY,Caldwell County,2001.00,1564.00,2438.00,16.10,12.60,19.60
21,35,KY,Calloway County,5792.00,4693.00,6891.00,16.80,13.60,20.00
21,37,KY,Campbell County,10009.00,8294.00,11724.00,11.10,9.20,13.00
21,39,KY,Carlisle County,738.00,591.00,885.00,15.60,12.50,18.70
21,41,KY,Carroll County,1890.00,1533.00,2247.00,17.90,14.50,21.30
21,43,KY,Carter County,6592.00,5639.00,7545.00,25.60,21.90,29.30
21,45,KY,Casey County,3188.00,2426.00,3950.00,20.70,15.80,25.60
21,47,KY,Christian County,11046.00,8965.00,13127.00,16.70,13.60,19.80
21,49,KY,Clark County,4202.00,3237.00,5167.00,11.60,8.90,14.30
21,51,KY,Clay County,6660.00,5348.00,7972.00,35.90,28.80,43.00
21,53,KY,Clinton County,2071.00,1591.00,2551.00,22.60,17.40,27.80
21,55,KY,Crittenden County,1654.00,1317.00,1991.00,18.90,15.00,22.80
21,57,KY,Cumberland County,1308.00,1039.00,1577.00,22.50,17.90,27.10
21,59,KY,Daviess County,13621.00,11459.00,15783.00,13.60,11.40,15.80
21,61,KY,Edmonson County,2237.00,1812.00,2662.00,18.40,14.90,21.90
21,63,KY,Elliott County,1697.00,1296.00,2098.00,26.60,20.30,32.90
21,65,KY,Estill County,3148.00,2466.00,3830.00,22.60,17.70,27.50
21,67,KY,Fayette County,45319.00,40839.00,49799.00,14.60,13.20,16.00
21,69,KY,Fleming County,2639.00,2101.00,3177.00,17.40,13.80,21.00
21,71,KY,Floyd County,9775.00,8045.00,11505.00,28.00,23.00,33.00
21,73,KY,Franklin County,6670.00,5493.00,7847.00,13.30,10.90,15.70
21,75,KY,Fulton County,1415.00,1057.00,1773.00,23.40,17.50,29.30
21,77,KY,Gallatin County,1280.00,1027.00,1533.00,14.70,11.80,17.60
21,79,KY,Garrard County,2492.00,1950.00,3034.00,14.40,11.30,17.50
21,81,KY,Grant County,3149.00,2430.00,3868.00,12.70,9.80,15.60
21,83,KY,Graves County,5859.00,4721.00,6997.00,16.20,13.00,19.40
21,85,KY,Grayson County,4672.00,3743.00,5601.00,18.20,14.60,21.80
21,87,KY,Green County,2179.00,1731.00,2627.00,19.50,15.50,23.50
21,89,KY,Greenup County,5124.00,4160.00,6088.00,14.60,11.90,17.30
21,91,KY,Hancock County,1135.00,891.00,1379.00,12.60,9.90,15.30
21,93,KY,Hardin County,12683.00,10532.00,14834.00,11.70,9.70,13.70
21,95,KY,Harlan County,8521.00,7165.00,9877.00,33.20,27.90,38.50
21,97,KY,Harrison County,2644.00,2066.00,3222.00,14.10,11.00,17.20
21,99,KY,Hart County,3911.00,3137.00,4685.00,20.40,16.40,24.40
21,101,KY,Henderson County,5388.00,4176.00,6600.00,12.40,9.60,15.20
21,103,KY,Henry County,2167.00,1720.00,2614.00,14.00,11.10,16.90
21,105,KY,Hickman County,782.00,605.00,959.00,18.60,14.40,22.80
21,107,KY,Hopkins County,8164.00,6930.00,9398.00,18.60,15.80,21.40
21,109,KY,Jackson County,3237.00,2504.00,3970.00,25.20,19.50,30.90
21,111,KY,Jefferson County,110325.00,101618.00,119032.00,14.50,13.40,15.60
21,113,KY,Jessamine County,7179.00,6056.00,8302.00,13.80,11.60,16.00
21,115,KY,Johnson County,5326.00,4292.00,6360.00,24.20,19.50,28.90
21,117,KY,Kenton County,21038.00,18368.00,23708.00,12.60,11.00,14.20
21,119,KY,Knott County,4303.00,3501.00,5105.00,32.00,26.00,38.00
21,121,KY,Knox County,10263.00,8861.00,11665.00,35.10,30.30,39.90
21,123,KY,Larue County,2275.00,1815.00,2735.00,15.50,12.40,18.60
21,125,KY,Laurel County,12024.00,9869.00,14179.00,19.50,16.00,23.00
21,127,KY,Lawrence County,3991.00,3192.00,4790.00,24.80,19.80,29.80
21,129,KY,Lee County,2158.00,1701.00,2615.00,33.50,26.40,40.60
21,131,KY,Leslie County,2986.00,2340.00,3632.00,29.80,23.30,36.30
21,133,KY,Letcher County,6112.00,5010.00,7214.00,29.10,23.90,34.30
21,135,KY,Lewis County,2899.00,2239.00,3559.00,22.60,17.50,27.70
21,137,KY,Lincoln County,4637.00,3733.00,5541.00,19.30,15.50,23.10
21,139,KY,Livingston County,1283.00,1020.00,1546.00,14.40,11.40,17.40
21,141,KY,Logan County,4561.00,3703.00,5419.00,16.60,13.50,19.70
21,143,KY,Lyon County,1128.00,858.00,1398.00,14.80,11.30,18.30
21,145,KY,McCracken County,11491.00,9627.00,13355.00,17.40,14.60,20.20
21,147,KY,McCreary County,5122.00,4101.00,6143.00,33.50,26.80,40.20
21,149,KY,McLean County,1228.00,925.00,1531.00,13.60,10.20,17.00
21,151,KY,Madison County,14628.00,12327.00,16929.00,16.60,14.00,19.20
21,153,KY,Magoffin County,3781.00,3105.00,4457.00,33.20,27.30,39.10
21,155,KY,Marion County,3042.00,2365.00,3719.00,15.80,12.30,19.30
21,157,KY,Marshall County,4274.00,3555.00,4993.00,13.70,11.40,16.00
21,159,KY,Martin County,3953.00,3171.00,4735.00,40.50,32.50,48.50
21,161,KY,Mason County,2846.00,2254.00,3438.00,17.10,13.50,20.70
21,163,KY,Meade County,4421.00,3762.00,5080.00,14.80,12.60,17.00
21,165,KY,Menifee County,1699.00,1378.00,2020.00,27.80,22.50,33.10
21,167,KY,Mercer County,2910.00,2264.00,3556.00,12.80,9.90,15.70
21,169,KY,Metcalfe County,1971.00,1506.00,2436.00,19.30,14.80,23.80
21,171,KY,Monroe County,2433.00,1928.00,2938.00,22.00,17.40,26.60
21,173,KY,Montgomery County,4530.00,3655.00,5405.00,16.30,13.20,19.40
21,175,KY,Morgan County,3138.00,2413.00,3863.00,26.30,20.20,32.40
21,177,KY,Muhlenberg County,6086.00,4953.00,7219.00,20.90,17.00,24.80
21,179,KY,Nelson County,4998.00,3980.00,6016.00,10.70,8.50,12.90
21,181,KY,Nicholas County,1252.00,967.00,1537.00,16.50,12.70,20.30
21,183,KY,Ohio County,3816.00,3037.00,4595.00,16.30,13.00,19.60
21,185,KY,Oldham County,3118.00,2362.00,3874.00,4.90,3.70,6.10
21,187,KY,Owen County,1708.00,1334.00,2082.00,15.20,11.90,18.50
21,189,KY,Owsley County,1386.00,1094.00,1678.00,35.60,28.10,43.10
21,191,KY,Pendleton County,2146.00,1734.00,2558.00,14.80,12.00,17.60
21,193,KY,Perry County,8164.00,6751.00,9577.00,29.90,24.70,35.10
21,195,KY,Pike County,16831.00,14911.00,18751.00,30.10,26.70,33.50
21,197,KY,Powell County,2941.00,2326.00,3556.00,22.80,18.00,27.60
21,199,KY,Pulaski County,12339.00,10222.00,14456.00,19.10,15.80,22.40
21,201,KY,Robertson County,407.00,311.00,503.00,18.50,14.10,22.90
21,203,KY,Rockcastle County,3375.00,2658.00,4092.00,21.30,16.80,25.80
21,205,KY,Rowan County,4572.00,3583.00,5561.00,20.90,16.40,25.40
21,207,KY,Russell County,4854.00,4194.00,5514.00,27.00,23.30,30.70
21,209,KY,Scott County,5418.00,4548.00,6288.00,9.50,8.00,11.00
21,211,KY,Shelby County,4422.00,3510.00,5334.00,9.40,7.50,11.30
21,213,KY,Simpson County,2638.00,2101.00,3175.00,13.60,10.80,16.40
21,215,KY,Spencer County,1470.00,1155.00,1785.00,7.40,5.80,9.00
21,217,KY,Taylor County,4375.00,3402.00,5348.00,17.60,13.70,21.50
21,219,KY,Todd County,2291.00,1850.00,2732.00,18.90,15.30,22.50
21,221,KY,Trigg County,2431.00,2021.00,2841.00,17.20,14.30,20.10
21,223,KY,Trimble County,1124.00,871.00,1377.00,13.30,10.30,16.30
21,225,KY,Union County,2468.00,2004.00,2932.00,18.40,14.90,21.90
21,227,KY,Warren County,19324.00,16826.00,21822.00,14.80,12.90,16.70
21,229,KY,Washington County,1532.00,1174.00,1890.00,12.80,9.80,15.80
21,231,KY,Wayne County,4604.00,3666.00,5542.00,23.90,19.00,28.80
21,233,KY,Webster County,1944.00,1513.00,2375.00,15.70,12.20,19.20
21,235,KY,Whitley County,9665.00,8008.00,11322.00,27.60,22.90,32.30
21,237,KY,Wolfe County,1860.00,1449.00,2271.00,29.00,22.60,35.40
21,239,KY,Woodford County,2283.00,1756.00,2810.00,8.60,6.60,10.60
22,0,LA,Louisiana,878477.00,859106.00,897848.00,19.50,19.10,19.90
22,1,LA,Acadia Parish,11655.00,9242.00,14068.00,20.60,16.30,24.90
22,3,LA,Allen Parish,3897.00,3101.00,4693.00,20.50,16.30,24.70
